id,questions,category
6973,"네, 지금 반품한다고 기사한테 문자 남겨 놨어요.",교환반품
6974,"아, 오늘 올 건가요?",교환반품
6975,기사가 밖에 내놓으라고 했는데 송장이 아직 안 나왔다고 송장을 가지고 오겠다고 했는데요?,교환반품
6976,"음, 송장 번호 보내주세요.",배송
6977,"네, 그럼 오늘 발송 되나요?",배송
6978,제가 어제 상품을 받았는데요.,배송
6979,주문한 상품이랑 다른 게 와서요.,배송
6980,베이지를 신청했는데 블랙이 왔네요. 그리고 육육을 신청했는데 칠칠이 왔고요.,상품
6981,저기 택배 기사 기다리는 거 보단 제가 보내드리면 되지 않나요?,교환반품
6982,저기 저도 직장인이라 보통 집에서 택배를 받기가 힘들어요.,배송
6983,회수지를 직장으로 변경해 주셨으면 해서요.,고객정보
6984,"네, 할인이 없다고요? ",상품
6985, 사이즈가 어떨지 잘 모르겠는데 이거 안 맞으면 교환 되죠?,교환반품
6986,네 저번에 구매한 비염치료기 때문에요.,상품
6987,다른게 아니고 상품 받은 지는 꽤 되었는데 오늘 사용하려고 했는데 작동이 되지 않네요. 반품 가능한가요?,교환반품
6988,한 번도 사용 안 했는데도 반품이 안되는 건가요?,교환반품
6989, 아 예 제가 십육 일 주문했던 레깅스 반품 하려고요.,교환반품
6990, 근데 받아서 입어 보니까 제가 생각 했던 스타일이 아니여서 못 입을 것 같아요.,교환반품
6991, 아니요.  일단 반품을 할게요. ,교환반품
6992,네 바지 산거 반품하려고 하는데요.,교환반품
6993,우리 딸 통장으로는 안 되나요?,환불
6994,없어요. 그럼 환불 못 받아요?,환불
6995,택배 기사한테 문 앞에 둔다고 적어줘요.,교환반품
6996,지금 방송하는 신발 사이즈가 안 맞으면 교환할 수 있죠?,교환반품
6997,ㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ이요. 아. 주소는 잘못 말했는데. 이제 이사가서 새 주소로 말할게요.,배송
6998,ㅇㅇ시 ㅇㅇ동 ㅇㅇ구 ㅇㅇ아파트 ㅇㅇㅇ호로 변경 해주세요.,배송
6999,네. 맞습니다. 블랙 이백 오십으로 할게요.,주문
7000,네. 이거 언제쯤 오나요?,배송
7001,예. 지금 나오는 신발 남성용으로 주문하려구요.,주문
7002,그럼 삼일은 걸리는 건가요?,환불
7003,제품이 왔는데 반품 좀 하려고요? ,교환반품
7004,"그래도요, 만져보다가 작동 스위치가 눌러졌는지 소리가 났는데 너무 커요.",상품
7005,제가 무슨 말 하는지 모르세요?,불만접수
7006,아무튼  소리가 너무 커서 제가 이렇게 전화 드린 거예요. ,불만접수
7007,그러면 반품해 주세요.,교환반품
7008,"네, 반품 때문에 전화드렸는데요.",교환반품
7009,"네, ㅇㅇㅇ 통해서 구매한 건이 있는데, 외부 착용이나 택 제거 확인이 안 돼서 반품을 보류했다고 하더라고요.",교환반품
7010,네. 지난번 기사님이 방문하시는 거죠?,배송
7011,네. 포장은 어떻게 하면 되나요?,포장
7012,네 안녕하세요. 방송을 보고 전화 드렸는데요. 주문 좀 하려고요.,주문
7013,똑 같이 다 불러야 하나요?,결제
7014,아 네 그냥 일시불로 해주세요.,결제
7015,아니요. 그러면은 대전으로 보내주세요.,고객정보
7016,지금 방송중인 신발 보고있는데 모바일로 주문해야 합니까?,주문
7017,예. 근데 그 신발이 치수가 좀 크게 나오는데 사이즈가 뭔지를 모르겠네요.,상품
7018,아 그래요? 그럼 여성용은 이백 사십으로 남성용은 이백 육십으로 해주세요. ,주문
7019,"아, 제가 다른곳으로 이사를 가서요. 배송 주소좀 변경해주세요.",배송
7020,"음, 카드를 썼는지 모르겠어요.",결제
7021,"아, 지금 이거 무이자 몇개월까지 되는건가요?",결제
7022,그렇군요. 그럼 결제는 이개월 할부로 해주세요.,결제
7023,"제가 허리 벨트를 샀는데, 벨트가 넣을 수가 없어요. 잘 되지 않아서 반품하고 싶어요.",교환반품
7024,네. 방송 중인 신발 주문할려구요.,주문
7025,아. 새 주소로 할께요. ㅇㅇ시 ㅇㅇ동 ㅇㅇㅇ아파트 ㅇㅇㅇ호요.,배송
7026,아. 삼만 구천원이죠?,주문
7027,네? 다음 주요?,배송
7028,아. 네. 알겠습니다. 입금은 바로 해야되나요?,결제
7029,신발 좀 하나 여쭤보려고요. ,상품
7030,모카 골드라고 하던가? ,상품
7031,시킨 거 이름 모르겠는데. 정보 보면 나오지 않나요?,주문
7032,남성 거 하나만 보내주시면 된다고요.,주문
7033,여성용 사이즈도 없다고 해서 그냥 할 수 없이  육육으로 주문했는데 색깔도 안 맞는 거 같아요.,취소
7034,"네, 교환 신청해 주세요. 아이보리 색 바지만 교환하면 돼요.
",교환반품
7035,"네, 아이보리 바지만 사이즈가 작게 나온 거 같아요.
",교환반품
7036,"구십오 사이즈로 바꿔 주시면 됩니다.
",교환반품
7037,"아니요. 제거하지 않았어요.
",상품
7038,"수거 기사분이 방문해서 상품 회수하시는 거죠?
",교환반품
7039,"그럼 상품 포장해 놔야겠네요?
",포장
7040,"언제쯤 방문하시나요? 
",교환반품
7041,방송중인 상품 주문하려구요.,주문
7042, 아 네 저기 지금  주문할려고 하는데요.,주문
7043, 네 제가 그 등록된 카드 배우자 거는 취소를 했는지 알 수 있나요.,결제
7044, 아 그럼 이걸로 주문할 수 있을 것 같아요.,주문
7045,구십 사이즈가 제일 작던데 제가 팔십 오 사이즈도 입거든요. 크진 않을까요?,상품
7046,취소하려면 어떻게 해야하죠?,취소
7047,지금  선전하는 소가죽 신발이요.,상품
7048,만약에 남자 신발 신어보고 사이즈 안 맞으면 반품되지요? ,교환반품
7049,네. 남자 거 블랙으로 이백 오십 하나하구요.,주문
7050,"잠깐만요. 사이즈가 크게 나왔어요, 작게 나왔어요?",주문
7051,"아, 그럼 보라색 옆에 있는 거 두번째 말고요.",상품
7052,지금 남자 거만 나오는데 남자 블랙 이백 오십하고.,주문
7053,"아, 나오네요. 여자 거는 실버 이백 삼십 오요.",주문
7054,"아, 잠시만요. 검정 여자 이백 삼십 오 하나 더 보내주세요.",주문
7055, 아 지금 홈쇼핑에 나오는 거 그거 혹시 운동화 맞나요?,상품
7056,"아, 네. 그거 주문하고 싶어요. ",주문
7057,남자 것도 있나요?,상품
7058, 아 남성용도 여성용과 똑같은가요?,상품
7059, 혹시 무통장 입금 가능해요?,결제
7060,"네, 핸드폰 번호로 해주세요. ",결제
7061,제가 지금 방송 하는 거 주문하고 싶은데 농협으로 입금하게 해 주세요.,주문
7062,저기 한박스가 한달분인거죠?,상품
7063,일시불로 하면 얼마예요?,가격
7064,네 그러면 어디 다 입금해야 해요?,결제
7065,네 맞습니다. 다른 곳에서 사서 먹고 있는데 여기 가격이 더 싼데 함량이 떨어지거나 하지는 않겠죠?,주문
7066,일시불로 하면 얼마라고 했죠?,가격
7067,네 그렇게 해 주세요. 그런데 이 제품 무료 체험 없나요?,주문
7068,아 그리고 돈을 보냈는데 물건은 안 오고 하지 않나요?,주문
7069,아 네 확인이 되어 있어서 송금하고 다시 자동 주문했는데 두 개를 오늘 받았는데 전화가 와 가지고 반품 가능해요? ,교환반품
7070,십 오일 날 주문한 상품이 있잖아요. 그게 와 가지고요. ,주문
7071,바지 두 개 모두 육육 사이즈가 왔는데 저한테 안 맞아요. ,교환반품
7072,전체를 교환해 주세요. 여기 육육이 작아서 안 될거 같아요.,교환반품
7073,아뇨 이 상품이 전체 교환이 안 되면 그냥 반품해 주세요. ,교환반품
7074,원 플러스 원이 십 사만원이라고 해서 주문을 했는데 문자에는 십 오만원이더라구요.,주문
7075,그러면 하나는 얼마에요?,가격
7076,하나만 주문 해주세요.,주문
7077,아까부터 전화했는데 계속 통화 중이라. ,불만접수
7078,티브이에서  좀 전에 한 육종 그레이 지금도 되나요?,상품
7079,주문할게요.,주문
7080, 자동 하는데  전화가 이쪽으로 되나요.,결제
7081,얼마죠?,가격
7082, 아 지금 구만 삼천원은 뭐예요?,가격
7083,일시불 하면 가격은 어떻게 되요?,가격
7084,그럼 카드 일시불 할께요.,결제
7085,전화를 줘야 해요?,불만접수
7086,메일 보내는데 삼 십분 내로 된다구요?,불만접수
7087,지금 방송 보고 주문하는 건데요. ,주문
7088,네 혹시 이사한 주소 남겨 주셨나요? ,고객정보
7089,"아, 예, 수고하십니다. 지금 나오는 상품 주문 하려고요.",주문
7090,그거 말고 농협카드로 할거예요.,결제
7091,네. 무이자 할부는 있나요?,결제
7092,"아, 안되는구나. 일시불 해주세요.",결제
7093,잠깐만요. 눌러야 된다고요? ,고객정보
7094,예. 지금 방송하고 있는거 자동주문 만원 할인 되는건가요?,결제
7095,제일 작은 사이즈가 몇인가요?,상품
7096,"아, 신발이 안 맞거나 마음에 안 들면 반품 가능한가요?",교환반품
7097,예. 그럼 색상은 블랙으로 주문좀 부탁드릴게요.,주문
7098,"그럼 제가 그 택배 기사님 확인하고 남겨 드릴께요.
",배송
7099,네. 지금 방송 중인 신발 주문 할려구요.,주문
7100,"네, 지금 방송 하고 있는 거 주문 하려구요. ",주문
7101,새 카드로 결제 할라구요.,결제
7102,지금 방송에 나온 거 주문하려고요. ,주문
7103,네.방송 보고 주문하려고요.,주문
7104,아 근데 이사했어요.,배송
7105,네 지금 방송 하는 거 주문 부탁 드립니다.,주문
7106,네. 주문한 상품 결제를 카드로 변경하려구요.,결제
7107,"죄송한데요, 배송지 주소 변경 가능한가요?",고객정보
7108,강원도 강릉시 ㅇㅇ읍 ㅇㅇ빌라 ㅇ동ㅇ호로 변경해주세요.,고객정보
7109,배송은 언제쯤 되나요?,배송
7110,최대한 빨리 배송될수는 없을까요?,배송
7111,버팔로 신발 좀 주문할게요.,주문
7112,"아, 뭐 좀 물어 보고요. ",교환반품
7113,신발이 발에 안 맞으면 반품되죠?,교환반품
7114,상품 주문하고 싶은데요. 여자 거랑 남자 거요.,주문
7115,아 그래요? 다행이네요. 어제 제대로 듣지도 않고 주문했나 싶어서 걱정 했어요. 기존에 있던 침구랑 사이즈 비슷하니 같이 쓰면 되겠네요.,상품
7116, 아니요. 주소가 변경됐는데요.  ,고객정보
7117,환불 할려구요.,환불
7118, 너무 크고 선전이랑 많이 달라서요.,상품
7119,네. 방송보고 활전복 사려고 하는데요.,주문
7120,그러면 국민 카드로 할게요.,결제
7121,언제까지 무이자 할부 가능해요?,결제
7122,아 그냥 일시불 할게요.,결제
7123,일부러 회원 가입까지 해서 신청했는데 안되어 있다고요?,불만접수
7124,그럼 어떻게 해야 되는거예요?,불만접수
7125,네. 그렇게 해 주시구요. 그리고 제가 전화를 못 받을 수 있으니 문자로 남겨달라고 해 주세요.,연락요청
7126,네. 꼭 좀 부탁드리겠습니다.,연락요청
7127,저는 물건을 잃어 버린 거예요. 처리가 힘들다는 거예요? ,불만접수
7128,"처음에 배송이 아직 안 됐다고 했을때 제 연락처 있었잖아요.
그러면 그 때 택배 아저씨가 저한테 연락을 해서 설명을 해주셨으면 되지 않았을까요?
",불만접수
7129,저는 문자 오면 가려고 했지요. 기다려도 오지 않아서 가봤더니 물건이 없잖아요. 경비 아저씨도 모른다고 하고 택배 기사 아저씨가 가져갔냐고 이야기 하니까 아니라고 하고요.,불만접수
7130,저도 ㅇㅇ쇼핑 보다가 나 저거 주문했는데 왜 안 오지 하고 통화했던 거예요.,불만접수
7131,"돈은 돈대로 나가고 물건은 못 받고 정말 화가 나네요.
",불만접수
7132,"제가 구 주소 잘못해놓고 전화 번호 잘못 했는데 택배 아저씨도 처음에 전화 번호가 오류가 됐다 그러면 두번째 했을 때는 택배 아저씨가 나한테 전화해야 되는 거 아니에요?
",불만접수
7133,"제가 연락할 수 있게 그 아저씨 전화 번호 확인 좀 해주세요.
",배송
7134,남자 이백 육십이요.,주문
7135,이제 주문해도 되나요?,주문
7136,반품 물건 진행 확인 하려구요.,교환반품
7137,네 어떻게 진행하나요?,교환반품
7138,최대한 빠르게 해주세요.,배송
7139,"네, 제가 그 상품을 취소했는데 또 왔더라고요. ",배송
7140,"저한테 연락도 없거든요? 
",배송
7141,"네, 반품 시킬게요.
",교환반품
7142,네 이거 혹시 상담 연결을 통해 상품 신청하려고 하는 데 어떻게 해야 하나요?,주문
7143,제가 좀 전에 바리깡을 받았는데요.,배송
7144,이거 혹시 사용한거 인가요?,상품
7145,"아니요, 강아지 털이 약간 남아서요. 보낼 수 있나 해서요.",상품
7146,"아니요, 사용한 게 아니라 지금 확인을 하니까 사용한 거 보내주신 것 같아서 그거 물어본 거예요.",상품
7147,"네, 그래서 다른 제품으로 맞교환 되는지 물어보려고요.",교환반품
7148,"네, 그럼 언제쯤 되나요?",교환반품
7149,그럼 혹시 상품 가지러 언제 오시나요?,교환반품
7150,제가 병원을 가야 해서 집에 없거든요. 경비실에 맡겨놓고 가든지 해야 할 것 같은데요.,교환반품
7151,"네, 그런데 월요일이 되면 사일 정도 지나서 반품하게 되는 거잖아요.",교환반품
7152,"아, 저 그냥 월요일에 물건 맞교환할 수 있게 좀 해주시겠어요?",교환반품
7153,"네, 이번에는 좀 제대로 확인하시고 보내주시면 좋겠어요.",교환반품
7154,"죄송한데, 화요일로 바꿀게요. 혹시 몰라서요.",교환반품
7155,네 얼마 전에 그 반품 건 때문에 전화 온다고 했었는데 오늘도 전화가 안와서 못 받았어요.,상품
7156,"제가 남성용 폴로 셔츠 주문 했는데, 여성용도 같이 주문해서 카드 결제 되죠?",주문
7157,여성용도 주문해 주세요. ,주문
7158,방송 중인 상품 사려는데요.,상품
7159,"네, 주문하려구요.",주문
